date,state,unemployment_rate,federal_funds_rate,national_unemployment_rate,inflation_cpi,recession_indicator,treasury_10y_yield,total_nonfarm_employment,civilian_labor_force,total_private_employment,manufacturing_employment,cpi,year,month
1990-03-01,PA,5.2,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,RI,5.7,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,SC,4.6,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,SD,3.6,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,TN,5.0,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,TX,6.2,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,UT,4.4,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,VA,3.9,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,VT,4.3,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,WA,5.1,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,WI,4.1,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,WV,8.0,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-03-01,WY,5.2,8.28,5.2,128.6,0.0,8.59,109640.0,125801.0,91346.0,17868.0,128.7,1990,3
1990-04-01,AK,7.2,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,AL,6.7,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,AR,6.7,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,AZ,5.4,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,CA,5.3,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,CO,5.1,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,CT,4.7,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,DE,3.4,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,GA,5.1,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,HI,2.7,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,IA,4.3,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,ID,5.4,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,IL,6.1,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,IN,5.0,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,KS,4.0,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,KY,5.7,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,LA,5.9,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,MA,5.8,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,MD,3.9,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,ME,4.6,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,MI,7.4,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,MN,4.5,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,MO,5.5,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,MS,7.3,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,MT,5.7,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,NC,3.6,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,ND,4.1,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,NH,4.9,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,NJ,4.7,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,NM,6.4,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,NV,4.5,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,NY,5.0,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,OH,5.6,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,OK,5.2,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,OR,5.1,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,PA,5.2,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,RI,5.9,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,SC,4.7,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,SD,3.6,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,TN,5.1,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,TX,6.2,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,UT,4.4,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,VA,4.0,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,VT,4.4,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,WA,5.1,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,WI,4.1,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,WV,8.0,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-04-01,WY,5.1,8.26,5.4,128.9,0.0,,109674.0,125649.0,91297.0,17845.0,128.9,1990,4
1990-05-01,AK,7.2,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,AL,6.7,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,AR,6.7,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,AZ,5.4,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,CA,5.4,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,CO,5.1,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,CT,4.7,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,DE,3.5,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,GA,5.2,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,HI,2.7,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,IA,4.3,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,ID,5.4,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,IL,6.2,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,IN,5.0,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,KS,4.1,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,KY,5.8,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,LA,5.9,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,MA,5.9,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,MD,4.0,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,ME,4.7,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,MI,7.4,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,MN,4.6,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,MO,5.5,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,MS,7.2,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,MT,5.8,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,NC,3.7,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,ND,4.1,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,NH,5.0,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,NJ,4.7,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,NM,6.4,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
1990-05-01,NV,4.5,8.18,5.4,129.1,0.0,9.08,109828.0,125893.0,91229.0,17796.0,129.2,1990,5
